-2.448101937770843506e-01,-2.515766620635986328e-01,1.162637025117874146e-01,-1.180047243833541870e-01,2.267364710569381714e-01,5.029808282852172852e-01,3.603829443454742432e-01,-2.271763533353805542e-01,1.664829850196838379e-01,1.005871966481208801e-01,2.076235860586166382e-01,3.238185122609138489e-02,1.175503507256507874e-01
-2.519641220569610596e-01,-1.938613057136535645e-01,1.975249648094177246e-01,-4.963826015591621399e-02,2.508385777473449707e-01,5.012626051902770996e-01,3.270294964313507080e-01,-1.483244746923446655e-01,2.188849896192550659e-01,6.598073989152908325e-02,1.509358435869216919e-01,-9.132473729550838470e-03,1.162495538592338562e-01
-2.401546239852905273e-01,-2.512777447700500488e-01,1.066398844122886658e-01,-1.205754205584526062e-01,2.216833233833312988e-01,5.052065849304199219e-01,3.612606227397918701e-01,-2.348360568284988403e-01,1.798958778381347656e-01,9.866930544376373291e-02,2.063551992177963257e-01,4.119660705327987671e-02,1.223356798291206360e-01
-2.427271753549575806e-01,-2.483924776315689087e-01,1.160373911261558533e-01,-1.185006871819496155e-01,2.234130054712295532e-01,5.061779022216796875e-01,3.594272434711456299e-01,-2.275519073009490967e-01,1.768546551465988159e-01,1.037948727607727051e-01,2.059373855590820312e-01,3.559843450784683228e-02,1.193606778979301453e-01
-2.443551868200302124e-01,-2.096032500267028809e-01,1.811940371990203857e-01,-5.451876670122146606e-02,2.482492178678512573e-01,5.107766985893249512e-01,3.300714790821075439e-01,-1.665209084749221802e-01,2.241289764642715454e-01,7.166554033756256104e-02,1.495454907417297363e-01,5.180909647606313229e-04,1.257237792015075684e-01
-2.427280545234680176e-01,-2.128235548734664917e-01,1.920597255229949951e-01,-4.850985482335090637e-02,2.548279762268066406e-01,5.124418139457702637e-01,3.315398395061492920e-01,-1.607847809791564941e-01,2.118634134531021118e-01,7.574053853750228882e-02,1.518137603998184204e-01,-4.731016233563423157e-03,1.205273121595382690e-01
-2.510041892528533936e-01,-2.529482245445251465e-01,7.269935309886932373e-02,1.265333592891693115e-01,2.426960915327072144e-01,3.845851421356201172e-01,2.593806684017181396e-01,-5.824166536331176758e-02,4.012033939361572266e-01,-3.405852615833282471e-01,-1.202316284179687500e-01,1.418064534664154053e-02,2.790366411209106445e-01
-2.498949915170669556e-01,-2.503041326999664307e-01,7.543970644474029541e-02,1.270940452814102173e-01,2.421184927225112915e-01,3.802494108676910400e-01,2.588378190994262695e-01,-5.252325534820556641e-02,4.020916819572448730e-01,-3.419513702392578125e-01,-1.215882450342178345e-01,1.036434248089790344e-02,2.775258421897888184e-01
-2.503703832626342773e-01,-2.519142925739288330e-01,7.452762871980667114e-02,1.264777928590774536e-01,2.431464493274688721e-01,3.864603936672210693e-01,2.596557140350341797e-01,-5.655468255281448364e-02,4.014115035533905029e-01,-3.385874629020690918e-01,-1.195406466722488403e-01,1.374132465571165085e-02,2.788624465465545654e-01
-2.530237436294555664e-01,-2.517203688621520996e-01,7.185296714305877686e-02,1.214229017496109009e-01,2.421162575483322144e-01,3.830472826957702637e-01,2.617737948894500732e-01,-5.613052845001220703e-02,3.982155621051788330e-01,-3.339217305183410645e-01,-1.148919835686683655e-01,1.514062378555536270e-02,2.750755846500396729e-01
