-0.0558590963,-0.3473753035,-0.120356679,-0.2109715343,0.5380623937,-0.1892705113,0.0816852823,0.1544457376,0.3098962903,0.0432963073,-0.9174126387,-0.3121637404,-1.0096225739
-0.0461803824,-0.3529502153,-0.1139547303,-0.2233301103,0.5328714252,-0.1712258011,0.0934239626,0.1747402549,0.3374286294,0.0699680001,-0.9362925887,-0.3104979396,-0.9907387495
-0.0501998439,-0.3869580925,-0.1018920094,-0.1550934613,0.2904338837,-0.20808056,0.1998160183,0.0318468846,0.383715421,0.3299971521,-0.9393484592,-0.1431710571,-0.8627771139
-0.0588681959,-0.3502345383,-0.1295252889,-0.1977421939,0.5156295896,-0.1886380464,0.0795156658,0.1453793943,0.300927341,0.0633946508,-0.9103198647,-0.2978162766,-1.0122413635
-0.052907005,-0.3638822138,-0.129202038,-0.1884016693,0.5244801044,-0.1867902875,0.0968455151,0.1508202851,0.2860735655,0.0629729331,-0.9115831852,-0.2960735857,-0.9854202867
-0.0650731996,-0.3862278759,-0.1235333085,-0.1696995795,0.4881561399,-0.2000737935,0.1138662919,0.1156428605,0.2910293937,0.1098165363,-0.9280668497,-0.2755374312,-0.9687727094
-0.0932090431,-0.3291913569,0.1620174795,-0.4011417329,0.7745360136,0.2911845446,0.4765412807,0.4476032853,0.531544745,0.0638615265,-0.5104322433,0.3823632002,0.1459661871
-0.1645171642,-0.2997331023,0.1582730412,-0.5087961555,0.723359406,0.2859998941,0.4810249209,0.5070929527,0.5040640235,0.0755977109,-0.6190217137,0.2931078672,0.0752497688
-0.1475797594,-0.2872625887,0.1729098856,-0.4915478528,0.7177444696,0.2953983545,0.451701194,0.5121191144,0.5081474781,0.0648192093,-0.5989712477,0.2758452296,0.0730367303
-0.4741615057,-0.086878702,0.419000119,-0.2826452255,0.6741255522,-0.0504679382,0.4390921593,0.3915128708,0.1936212927,-0.1260706037,-0.5111602545,0.1632853448,-0.1462854296
-0.2157226354,-0.2648385763,0.2214495391,-0.4425449073,0.7422094345,0.2574754655,0.4750316143,0.4961679578,0.4519753456,0.0472428948,-0.5888809562,0.2865017056,0.070391804
-0.3548378944,-0.1982528716,0.4082881212,-0.232813552,0.7400705814,0.1031248271,0.4348748922,0.4139968455,0.2516524792,-0.0355688184,-0.4921358526,0.2757483423,0.0585116819
-0.4651346803,-0.1594303846,0.2241470963,-0.2020992041,0.9518008232,-0.2053797543,0.2309678942,0.0839130953,-0.166945532,-0.3014553189,-0.4046009481,0.2357410342,-0.7365338206
-0.5121703744,-0.1144342348,0.218784228,-0.2374688685,0.9354817867,-0.2024834752,0.1936223209,0.1253874302,-0.1545408815,-0.3406570852,-0.4839019775,0.1553408802,-0.7743988037
-0.4998760223,-0.1107452363,0.2118283212,-0.2538017333,0.9290936589,-0.1954092681,0.1923479438,0.1352755725,-0.1462568343,-0.343746841,-0.4905623198,0.1472239047,-0.7805613279
-0.4279355109,-0.1611032635,0.1900133193,-0.2227654308,0.9418593645,-0.1821809858,0.2225643396,0.0980688184,-0.147245273,-0.3034023643,-0.4257861972,0.207997784,-0.7712558508
-0.4400508702,-0.1608791798,0.203982234,-0.2003447264,0.9397908449,-0.1857028604,0.2148980945,0.0931327417,-0.163398087,-0.310738802,-0.419778198,0.2002546787,-0.766711235
-0.515994668,-0.0786159113,0.1906793714,-0.3145853579,0.9114615321,-0.1889576018,0.1835667789,0.1836746633,-0.1028694212,-0.364386797,-0.53456074,0.0955891684,-0.7920338511
-0.4799148142,-0.1318930089,0.2812306285,-0.2961037755,1.0322961807,-0.1680595428,0.234193787,0.0972886533,-0.1459555328,-0.3790040016,-0.3316579163,0.3937298357,-0.5864634514
-0.5640178919,-0.0762882456,0.2721321285,-0.3509955108,0.9853500128,-0.1763951182,0.2418740988,0.1552844644,-0.1172850952,-0.4012223482,-0.4337158799,0.2924408317,-0.6321405768
-0.5754048228,-0.0654867142,0.3026847839,-0.3357152045,0.9877156615,-0.1862147897,0.2350351065,0.1487698704,-0.1334830821,-0.4251770377,-0.4220744073,0.2850235701,-0.6211248636
-0.5533751249,-0.0880630761,0.2790254056,-0.3277741671,1.0057507753,-0.1781793386,0.2327809483,0.1379842609,-0.1507574022,-0.4205646217,-0.4106299579,0.3043667674,-0.6118376851
-0.5273476839,-0.099126786,0.2758953869,-0.3403381407,1.0072821379,-0.1576783657,0.2352439016,0.1439548284,-0.1348401308,-0.4022753537,-0.4063881338,0.3255734146,-0.6272785664
-0.5512064099,-0.0827558041,0.2847991586,-0.3386862278,0.9918146133,-0.1642095894,0.23518534,0.1559732854,-0.1321680844,-0.409104377,-0.4214751422,0.2969071865,-0.6368239522
