position0,position1,position2,position3,position4,position5,position6,torque0,torque1,torque2,torque3,torque4,torque5,torque6,tactile0,tactile1,tactile2,tactile3,tactile4,tactile5,tactile6,tactile7,tactile8,tactile9,tactile10,tactile11,image0,image1,image2,image3,image4,image5,image6,image7,image8,image9,image10,image11,image12,image13,image14,image15,image16,image17,image18,image19
0.17224944933,0.523340624471,-0.0274398490827,-0.442945077555,0.0443150005389,0.0499031634631,0.659460924856,0.769714246477,0.686700002497,-0.418140001148,0.582431980133,0.152039988041,-0.00900000080466,0.100980003476,-0.9,-0.894193548476,-0.9,-0.9,-0.9,-0.876774193905,-0.9,-0.9,-0.9,-0.88258064501,-0.9,-0.888387096953,0.133836436272,-0.122105687857,-0.300657445192,0.0889719843864,0.0425764203072,0.344637572765,-0.165331149101,0.157525169849,-0.196832674742,-0.227762407064,0.0467403888702,-0.0217513203621,0.27385225296,0.125821888447,-0.0124960899353,-0.122272413969,-0.119601792097,0.318275105953,-0.102580118179,0.025571000576
0.146254958109,0.449075847232,-0.0134663065613,-0.406343782947,0.0611301580498,0.053470085367,0.568644965509,0.737314224243,0.693720016479,-0.392760002017,0.596111915588,0.0977399969101,0.0270000010729,0.0897600066662,-0.9,-0.9,-0.9,-0.9,-0.9,-0.876774193905,-0.9,-0.894193548476,-0.9,-0.88258064501,-0.9,-0.888387096953,-0.131561601162,-0.188460749388,-0.313073605299,0.0155155062675,-0.1471396029,0.0500950813293,-0.103535681963,0.237012434006,0.00257771015167,0.0846486926079,-0.321131122112,0.0248367190361,-0.472703021765,0.158115470409,-0.0748419463634,-0.108080416918,-0.0626796841621,-0.0308839201927,0.0260056257248,-0.000911146402359
0.134773945814,0.455882178868,-0.0294197064952,-0.393734666314,0.0702822255685,0.0371657609274,0.543012280204,0.819085529872,0.695634540211,-0.406800003648,0.635327957153,0.141180002689,-0.0270000010729,0.134640004635,-0.9,-0.894193548476,-0.9,-0.9,-0.9,-0.88258064501,-0.9,-0.894193548476,-0.9,-0.88258064501,-0.9,-0.894193548476,-0.111385327578,-0.137593513727,-0.283208656311,0.016435611248,-0.0968480229378,0.0889468789101,-0.0770531594753,0.303745043278,-0.0100022256374,0.0669495463371,-0.237644255161,0.00292274951935,-0.42606895566,0.18500289917,-0.0232020199299,-0.119851613045,-0.0714625775814,0.0481176495552,-0.040465092659,-0.0143802344799
0.132499564631,0.482699617974,-0.020371264291,-0.380844351622,0.0708930933451,0.036243086674,0.543054645207,0.758914293562,0.682232718034,-0.37440000236,0.574223922729,0.0868800008297,0.0,0.145860006809,-0.9,-0.894193548476,-0.9,-0.9,-0.9,-0.88258064501,-0.9,-0.894193548476,-0.9,-0.88258064501,-0.9,-0.894193548476,-0.00492153167725,-0.0765376925468,-0.277497857809,-0.0489410877228,-0.0047542154789,0.127444517612,-0.103192573786,0.284539997578,0.0541779398918,0.021000623703,-0.161208808422,-0.0315419733524,-0.257267618179,0.177627682686,-0.0567905724049,-0.229869925976,-0.0488272547722,0.109014737606,-0.00267400145531,-0.0550111413002
0.13043790344,0.483262109425,-0.00880845862067,-0.359495461148,0.0706803785545,0.0392811595843,0.541190443668,0.792342812674,0.660534548326,-0.393839998841,0.583343948364,0.0868800008297,0.0,0.12342000246,-0.9,-0.9,-0.9,-0.9,-0.9,-0.88258064501,-0.9,-0.894193548476,-0.9,-0.88258064501,-0.9,-0.894193548476,0.00377987623215,-0.0936897754669,-0.262036478519,-0.0546516180038,-0.0180097997189,0.133765625954,-0.0910443127155,0.275611245632,0.0786704778671,0.0355055809021,-0.233025276661,-0.034608489275,-0.298524445295,0.16852684021,-0.0330992102623,-0.208859807253,-0.0387711703777,0.0666419506073,0.0119027853012,-0.0627401411533
0.126096368297,0.478115195967,-0.00340339211161,-0.334220996853,0.071182160756,0.038358485331,0.532504991823,0.837085778373,0.674574560686,-0.4154399997,0.597023986816,0.10859999299,-0.0270000010729,0.12342000246,-0.9,-0.9,-0.9,-0.9,-0.9,-0.876774193905,-0.9,-0.894193548476,-0.9,-0.88258064501,-0.9,-0.888387096953,-0.0184545636177,-0.112350440025,-0.260785979033,-0.0556103467941,-0.0603732526302,0.150464737415,-0.0896733283997,0.249508309364,0.0895101428032,0.101789081097,-0.309853667021,-0.0325950086117,-0.388785123825,0.151763033867,-0.0499728798866,-0.189681583643,-0.0604263067245,-0.0300260424614,0.00965123176575,-0.0814607262611
0.120533149615,0.476230791937,-0.000621773546348,-0.314424348842,0.0702822255685,0.0373457952552,0.522675604093,0.808799907139,0.643941822052,-0.408959999979,0.587903961182,0.0651599979401,-0.0360000032187,0.12342000246,-0.894193548476,-0.894193548476,-0.9,-0.9,-0.9,-0.88258064501,-0.9,-0.894193548476,-0.9,-0.88258064501,-0.9,-0.894193548476,-0.0363379776478,-0.122448903322,-0.263752180338,-0.048015242815,-0.070593971014,0.141428160667,-0.0885684728622,0.248470616341,0.0716502785683,0.111382913589,-0.318125170469,-0.0266427576542,-0.412889331579,0.151785242558,-0.0523372471333,-0.174813777208,-0.063915002346,-0.0387096941471,0.0117273688316,-0.0714522242546
0.115946187533,0.474107347145,0.00309795952372,-0.29629242681,0.0651989584498,0.0370982477191,0.514413822478,0.78565701076,0.654790914709,-0.439200000912,0.555071937561,0.0217200002074,-0.0270000010729,0.12342000246,-0.9,-0.894193548476,-0.9,-0.9,-0.9,-0.88258064501,-0.9,-0.894193548476,-0.9,-0.88258064501,-0.9,-0.888387096953,-0.0433035671711,-0.129672682285,-0.268241393566,-0.0415188252926,-0.0797686815262,0.134527373314,-0.0896435558796,0.245735406876,0.0637470960617,0.112523818016,-0.322512620687,-0.0233137071133,-0.421043461561,0.152803516388,-0.049832546711,-0.169698214531,-0.0686857938766,-0.0414643228054,0.0109197020531,-0.0702386319637
0.113170050156,0.470535441938,0.00934296597457,-0.279251571268,0.0573177025092,0.0365919040225,0.507295976748,0.775885554722,0.661172738509,-0.453239999861,0.547775985718,0.03257999897,-0.0360000032187,0.112200000286,-0.9,-0.894193548476,-0.9,-0.9,-0.9,-0.88258064501,-0.9,-0.894193548476,-0.9,-0.88258064501,-0.9,-0.894193548476,-0.0817902624607,-0.152764302492,-0.277097243071,-0.00707684755325,-0.113150328398,0.0985530495644,-0.105698347092,0.231406188011,0.0343509435654,0.0987877964973,-0.344571912289,-0.00511733293533,-0.439952391386,0.142119312286,-0.0542661845684,-0.149473071098,-0.0822698950768,-0.055500215292,0.0193262815475,-0.0604149341583
0.111539238495,0.467722904214,0.0148952940437,-0.266091300433,0.050718176067,0.0356692297692,0.49839869989,0.796971457345,0.642665457292,-0.460799999088,0.558719947815,0.0760199940205,-0.0360000032187,0.112200000286,-0.9,-0.894193548476,-0.9,-0.9,-0.9,-0.88258064501,-0.9,-0.894193548476,-0.9,-0.88258064501,-0.9,-0.894193548476,-0.117948156595,-0.181255424023,-0.297570919991,0.00572565793991,-0.158380311728,0.0566309809685,-0.128163135052,0.23421446085,0.0188825368881,0.0766830682755,-0.351085066795,0.0138741016388,-0.458477282524,0.152664792538,-0.068954282999,-0.137906098366,-0.080238711834,-0.0641439020634,0.0252709150314,-0.0383147120476
0.109908468446,0.466386963548,0.019122263846,-0.257925186078,0.0467748251186,0.0356579757794,0.493526360926,0.767142759051,0.626072731018,-0.460799999088,0.541391967773,0.0760199940205,-0.0360000032187,0.112200000286,-0.9,-0.9,-0.9,-0.9,-0.9,-0.876774193905,-0.9,-0.894193548476,-0.9,-0.88258064501,-0.9,-0.888387096953,-0.152900183201,-0.201165515184,-0.315847975016,0.0151062011719,-0.201312124729,0.0383868098259,-0.142215281725,0.228300619125,-0.011013686657,0.0600231170654,-0.345271968842,0.0334708571434,-0.481705507636,0.162296712399,-0.0934075534344,-0.101968681812,-0.0716267824173,-0.0819421291351,0.031064915657,-0.0182643949986
0.108375860851,0.466260388889,0.0224329345843,-0.253234732941,0.0449422269905,0.0359392799196,0.490009803064,0.765085601807,0.638198188435,-0.481319999099,0.51311995697,0.0868800008297,-0.0270000010729,0.112200000286,-0.9,-0.894193548476,-0.9,-0.9,-0.9,-0.88258064501,-0.9,-0.894193548476,-0.9,-0.88258064501,-0.9,-0.894193548476,-0.163990312815,-0.210769593716,-0.323765212297,0.0121860265732,-0.218492531776,0.0364464998245,-0.142203855515,0.223453009129,-0.0268252015114,0.0546878814697,-0.342465090752,0.0384027957916,-0.483056080341,0.165961253643,-0.102903109789,-0.0814366400242,-0.0719827115536,-0.0886472761631,0.0445647954941,-0.00276487469673
0.105725141717,0.467160412763,0.0267471697257,-0.24423624487,0.0428423790866,0.039449942605,0.483124995153,0.738857051304,0.659896373749,-0.495359995365,0.48575994873,0.0651599979401,0.00900000080466,0.0897600066662,-0.9,-0.9,-0.9,-0.9,-0.9,-0.88258064501,-0.9,-0.9,-0.9,-0.88258064501,-0.9,-0.888387096953,-0.17184317708,-0.21895660758,-0.331580150127,0.0189231991768,-0.234220093489,0.0331930875778,-0.142217856646,0.213385176659,-0.0453953683376,0.058529984951,-0.333159381151,0.0453825473785,-0.48207449913,0.165071082115,-0.114684444666,-0.06711165905,-0.0728099584579,-0.0913397848606,0.0548689842224,0.0124258160591
0.102867153748,0.46935418575,0.0314159277843,-0.232954403673,0.0428696504803,0.045559842347,0.47327441482,0.765085601807,0.642027282715,-0.485639997125,0.498527984619,0.0977399969101,0.0,0.112200000286,-0.9,-0.894193548476,-0.9,-0.9,-0.9,-0.88258064501,-0.9,-0.894193548476,-0.9,-0.88258064501,-0.9,-0.888387096953,-0.176875913143,-0.221722447872,-0.335972052813,0.0186824440956,-0.238042885065,0.0333876013756,-0.144984340668,0.217703962326,-0.046852183342,0.0512529373169,-0.332150655985,0.047712957859,-0.479907059669,0.166259300709,-0.113925325871,-0.0631997644901,-0.0660235404968,-0.0928383350372,0.0579284191132,0.0104386210442
0.100396406047,0.470844810895,0.036482836228,-0.221796309359,0.0472438795671,0.0497681370466,0.460627562483,0.764057104928,0.633730919578,-0.498599996567,0.488495956421,0.141180002689,0.00900000080466,0.112200000286,-0.9,-0.894193548476,-0.9,-0.9,-0.9,-0.88258064501,-0.9,-0.894193548476,-0.9,-0.88258064501,-0.9,-0.894193548476,-0.192477142811,-0.236868131161,-0.353797101974,0.0307665467262,-0.263581806421,0.029461812973,-0.148007673025,0.214582514763,-0.0718864738941,0.0394681692123,-0.319900524616,0.0577211380005,-0.472033461928,0.169426560402,-0.126660454273,-0.0440626859665,-0.0682401180267,-0.0918039679527,0.0881454348564,0.0235523700714
0.0961203680214,0.472897954314,0.0420406193561,-0.206588872886,0.0562159652498,0.0567782111103,0.445459780355,0.789257158552,0.637559998252,-0.528839998841,0.507647941589,0.1194599998,0.045,0.100979998112,-0.9,-0.894193548476,-0.9,-0.9,-0.9,-0.88258064501,-0.9,-0.894193548476,-0.9,-0.88258064501,-0.9,-0.894193548476,-0.196108907461,-0.262786102295,-0.380494791269,0.0434878349304,-0.284559738636,0.0360245347023,-0.151502430439,0.21568608284,-0.118406009674,0.0254645705223,-0.282206046581,0.0676723480225,-0.455140480399,0.167925488949,-0.140036737919,-0.00884168744087,-0.0634148240089,-0.0816036343575,0.121812200546,0.0476873159409
0.0908898364167,0.47365734862,0.0476965753405,-0.194440953681,0.065422575556,0.0655436124927,0.430164903218,0.793371309553,0.636921823675,-0.536399992704,0.509471946716,0.0977399969101,0.0270000010729,0.112200000286,-0.9,-0.894193548476,-0.9,-0.9,-0.9,-0.88258064501,-0.9,-0.894193548476,-0.9,-0.88258064501,-0.9,-0.894193548476,-0.18405854702,-0.274263703823,-0.400914341211,0.0519931197166,-0.298285675049,0.0515725493431,-0.134855997562,0.203170466423,-0.16667252183,0.0129105448723,-0.249794447422,0.0720784664154,-0.43583933115,0.180452370644,-0.158085912466,0.0236826181412,-0.0852421045303,-0.0525016665459,0.128236627579,0.0906242251396
0.086199260723,0.473868279561,0.0526162244998,-0.185487454725,0.071885750231,0.0716760202143,0.41711555305,0.78308568682,0.628625460538,-0.545039999485,0.490319961548,0.1194599998,0.00900000080466,0.0897600066662,-0.9,-0.9,-0.9,-0.9,-0.9,-0.88258064501,-0.9,-0.894193548476,-0.9,-0.88258064501,-0.9,-0.888387096953,-0.173277622461,-0.269668865204,-0.408015006781,0.0684079170227,-0.306166756153,0.0679845571518,-0.121125984192,0.190391457081,-0.203343468904,0.00848007202148,-0.218170452118,0.0650299429893,-0.403699868917,0.209505093098,-0.162928158045,0.0447916030884,-0.101511257887,-0.0219281315804,0.107715368271,0.130036497116
0.0798015155468,0.472222943115,0.0586703334701,-0.167917928811,0.0806778436748,0.0812290721162,0.390275374255,0.773314230783,0.624158191681,-0.564479995966,0.483936012268,0.16289999485,-0.00900000080466,0.112200000286,-0.9,-0.894193548476,-0.9,-0.9,-0.9,-0.88258064501,-0.9,-0.894193548476,-0.9,-0.88258064501,-0.9,-0.888387096953,-0.158840364218,-0.264083486795,-0.414937895536,0.0795171976089,-0.296856594086,0.1188159585,-0.11159196496,0.179550290108,-0.23359208107,-0.0311300933361,-0.210415434837,0.0653318524361,-0.368008196354,0.225742542744,-0.169942510128,0.0805283904076,-0.0959920763969,0.00365821123123,0.06295992136,0.130334758759
0.0749800704526,0.471632315021,0.0629682073357,-0.149403567121,0.0895735715356,0.0939552287102,0.364790956359,0.745028523036,0.619052732641,-0.588240001202,0.44654397583,0.0977399969101,0.0,0.100979998112,-0.9,-0.894193548476,-0.9,-0.9,-0.9,-0.88258064501,-0.9,-0.894193548476,-0.9,-0.88258064501,-0.9,-0.888387096953,-0.148903316259,-0.27449195981,-0.417805820704,0.0911221504211,-0.290625554323,0.139977300167,-0.105298483372,0.185775589943,-0.241052377224,-0.0469607591629,-0.217633956671,0.0632750272751,-0.363392168283,0.231067371368,-0.163254421949,0.0950364589691,-0.0937333345413,0.00598551034927,0.0387240171432,0.141519248486
0.0712275932529,0.471632315021,0.0647462626763,-0.129606940564,0.0972693788778,0.102799389243,0.331892157916,0.6863999503,0.577570916956,-0.547199993134,0.425567985535,0.0977399969101,0.00900000080466,0.100979998112,-0.9,-0.894193548476,-0.9,-0.9,-0.9,-0.88258064501,-0.9,-0.894193548476,-0.9,-0.88258064501,-0.9,-0.894193548476,-0.151000696421,-0.287290281057,-0.421445578337,0.0969322443008,-0.300872075558,0.146058189869,-0.105757623911,0.189706099033,-0.245356947184,-0.0437154471874,-0.216206645966,0.0641526460648,-0.35865431428,0.227136325836,-0.152094554901,0.0970111012459,-0.0855356454849,-0.00179648995399,0.034241938591,0.135069394112
0.0690241187341,0.468819804119,0.0640426732014,-0.105760950395,0.104403415275,0.108087889909,0.295625089221,0.714171327863,0.573741822676,-0.622799985409,0.4164479599,0.141180002689,0.00900000080466,0.0897600066662,-0.9,-0.894193548476,-0.9,-0.9,-0.9,-0.88258064501,-0.9,-0.894193548476,-0.9,-0.88258064501,-0.9,-0.894193548476,-0.1668207407,-0.287295806408,-0.43833668232,0.102005052567,-0.305423033237,0.14777534008,-0.113773405552,0.194741892815,-0.251967144012,-0.0535041689873,-0.210066372156,0.0691447734833,-0.361935782433,0.222370147705,-0.143065059185,0.11247189045,-0.0504254221916,-0.0275324463844,0.0564259529114,0.120088398457
0.0665970219076,0.468355723861,0.0634481745029,-0.0862567852666,0.113599112862,0.114929178269,0.257620913996,0.78565701076,0.601183641607,-0.622799985409,0.452015991211,0.173760001659,0.0360000032187,0.12342000246,-0.9,-0.9,-0.9,-0.9,-0.9,-0.88258064501,-0.9,-0.894193548476,-0.9,-0.88258064501,-0.9,-0.888387096953,-0.196523147821,-0.266683137417,-0.446124315262,0.0874609351158,-0.302113562822,0.116958153248,-0.121332138777,0.213995754719,-0.230455183983,-0.0323886930943,-0.183571833372,0.0748633503914,-0.389262342453,0.209230864048,-0.128405821323,0.0860749840736,-0.0390190601349,-0.0398186266422,0.0962034344673,0.118829476833
