1.034504711627960205e+01,-2.964302105373806739e+01,-1.212913030758500099e+00,4.337355428271823143e+01,-5.276796370744705200e+01,-2.289456791347927123e+01,-5.981406238343978998e+00
1.135523607333500706e+01,-2.923904249403211963e+01,-2.171880740206688643e-01,4.243632422553167771e+01,-5.092333306868870579e+01,-2.298972076839870482e+01,-7.355910705195540800e+00
1.154443512360255397e+01,-2.946136516994900489e+01,-2.053186080108076794e+00,4.378619392712910496e+01,-5.039470344781875610e+01,-2.160752879248725122e+01,-6.673109862539504888e+00
1.058038214842478908e+01,-2.952428436279298296e+01,-1.903649993861705525e+00,4.358700447612338280e+01,-5.223076144854226754e+01,-2.117081218295626854e+01,-6.127611133787368658e+00
9.477107127507522932e+00,-2.920329666137696734e+01,-1.952628837898373604e+00,4.291039837731256057e+01,-5.362137009700138890e+01,-2.121670113669501490e+01,-5.883498158719802973e+00
9.177425404389694563e+00,-2.905701785617405619e+01,-1.761492202058434486e+00,4.262049992879231297e+01,-5.369046479463577271e+01,-2.113087309731377417e+01,-5.888066358036482484e+00
9.452826182047530779e+00,-2.919831212361654593e+01,-1.595164959629386203e+00,4.278400076760186721e+01,-5.278092920780181885e+01,-2.073312600453694188e+01,-6.036047306325698969e+00
9.719845553239196079e+00,-2.948420672946507182e+01,-1.600980106741189957e+00,4.317711393038432277e+01,-5.173291464646656834e+01,-2.025875118043687451e+01,-6.166529489888091575e+00
9.673644006252288818e+00,-2.972148937649197364e+01,-1.694229400406271679e+00,4.351695643530950974e+01,-5.114957640568414377e+01,-1.998395389980739623e+01,-6.175922022925490751e+00
9.401488701502486833e+00,-2.981282806396485796e+01,-1.806204362461954815e+00,4.361235565609402443e+01,-5.105511893828709447e+01,-2.007400327258639550e+01,-6.074084672662948492e+00
9.170803328355148665e+00,-2.976113255818685843e+01,-1.910767906034976704e+00,4.350465801027085888e+01,-5.116215944290161133e+01,-2.049422793918185448e+01,-5.953839421272292043e+00
9.118345777193709978e+00,-2.959528647528755130e+01,-1.918112051983683841e+00,4.333546227878994728e+01,-5.129142651955287135e+01,-2.116668754153781151e+01,-5.907546646065199525e+00
9.281553725401565202e+00,-2.937587780422634864e+01,-1.843215525150299072e+00,4.329255753093295311e+01,-5.137963344653446995e+01,-2.191357480155097193e+01,-5.976849297682448992e+00
9.577148556709289551e+00,-2.915957599216038432e+01,-1.727530670662730472e+00,4.345780544810824608e+01,-5.145117590824763454e+01,-2.253706190321180713e+01,-6.129936046070540101e+00
9.931347668170928955e+00,-2.901379097832574416e+01,-1.681658144419401424e+00,4.377092983987596142e+01,-5.147428214550018311e+01,-2.289032141367594875e+01,-6.306117110782210489e+00
1.031931827465693630e+01,-2.895476277669271781e+01,-1.683196021864802105e+00,4.401790565914578224e+01,-5.155741870403289795e+01,-2.295375400119357323e+01,-6.447185244825149653e+00
1.068631350994110107e+01,-2.899967235989041114e+01,-1.615610175455600483e+00,4.402875039312574756e+01,-5.162770996491114772e+01,-2.277213997311061888e+01,-6.525176763534560109e+00
1.093382179737091064e+01,-2.909216393364800979e+01,-1.357854266340524418e+00,4.374873770607842971e+01,-5.175730486710865819e+01,-2.248078187306721532e+01,-6.525176763534560109e+00
1.096515099207560695e+01,-2.917154566446940578e+01,-9.374313211689297987e-01,4.328408704863653611e+01,-5.188059459129968332e+01,-2.218202352523803711e+01,-6.446689863999694126e+00
1.081987510124842800e+01,-2.920111168755425979e+01,-5.795703385956585407e-01,4.283542103237576271e+01,-5.184266517559687770e+01,-2.192523611916436010e+01,-6.324021187093521235e+00
1.058458377917607152e+01,-2.921220186021594145e+01,-4.641814661833052469e-01,4.258487158351474022e+01,-5.142407566308975220e+01,-2.175034152136908716e+01,-6.204862395922347673e+00
1.034362653891245998e+01,-2.927384736802844145e+01,-6.988615728914737701e-01,4.265661703215704392e+01,-5.044214526812235988e+01,-2.164235115051269531e+01,-6.116982963350082514e+00
1.016125172376632690e+01,-2.949704742431642046e+01,-1.566687334949762089e+00,4.313596288363139308e+01,-4.865244726339976467e+01,-2.153329186969332909e+01,-6.033592919508620867e+00
1.003966669241587795e+01,-3.007013787163629104e+01,-3.483394688616186841e+00,4.418162041240267968e+01,-4.554561724265415990e+01,-2.134074105156792456e+01,-5.883585413297026889e+00
9.926790893077850342e+00,-3.115240987141928031e+01,-6.768812797963619232e+00,4.589883287747700535e+01,-4.049483363827070548e+01,-2.108338144090440380e+01,-5.620242655277266408e+00
9.844703376293182373e+00,-3.277221722073025489e+01,-1.133450952668985678e+01,4.820085350010130298e+01,-3.325111294786134408e+01,-2.092217074500189966e+01,-5.282325380378310342e+00
1.003026902675628662e+01,-3.490146255493165484e+01,-1.701036766171455383e+01,5.081933496726882993e+01,-2.412180801232656790e+01,-2.091915077633327513e+01,-4.992291165722747337e+00
1.079087346792221069e+01,-3.769703377617730666e+01,-2.343621551990509033e+01,5.392908420827653515e+01,-1.345482505857944489e+01,-2.088145414988200343e+01,-4.900276992056106451e+00
1.156638850768406712e+01,-4.054652362399632182e+01,-2.875478888551393197e+01,5.723997950553894043e+01,-2.809209671492368443e+00,-2.076527145173814404e+01,-4.917198750707839849e+00
1.247826804717381322e+01,-4.304214307996961963e+01,-3.359181657433509827e+01,6.013501352734036232e+01,6.892684412499278324e+00,-2.081268628438313328e+01,-4.937044945028091547e+00
