epoch,train_loss,test_loss
1,0.269004225730896,0.23870578408241272
5,0.1829930692911148,0.1673530787229538
10,0.11962179839611053,0.10916531831026077
15,0.08040895313024521,0.07340065389871597
20,0.058252107352018356,0.05403808131814003
25,0.048391830176115036,0.04549238458275795
30,0.04370221868157387,0.04141942411661148
35,0.04203004762530327,0.04019429162144661
40,0.04182190075516701,0.03979874774813652
45,0.04119126871228218,0.03907468914985657
50,0.040778324007987976,0.03876591846346855
55,0.040723517537117004,0.03873806446790695
60,0.04064154252409935,0.03863626345992088
65,0.040539368987083435,0.038522325456142426
70,0.04047106206417084,0.0384695939719677
75,0.040414318442344666,0.038433000445365906
80,0.04035884886980057,0.03837929666042328
85,0.040309637784957886,0.03832288458943367
90,0.040261831134557724,0.03827676549553871
95,0.040215495973825455,0.038234908133745193
100,0.04016958922147751,0.03819410875439644
105,0.040125772356987,0.03815503790974617
110,0.040080975741147995,0.03811270743608475
115,0.04003537446260452,0.038067594170570374
120,0.03998912498354912,0.03802179917693138
125,0.03994128108024597,0.03797705098986626
130,0.0398915633559227,0.037930894643068314
135,0.03983934223651886,0.03787986934185028
140,0.03978393226861954,0.03782596066594124
145,0.03972452133893967,0.03776853531599045
150,0.0396600142121315,0.03770562261343002
155,0.0395890548825264,0.037636250257492065
160,0.039509836584329605,0.03755809739232063
165,0.039419930428266525,0.03746924176812172
170,0.039315786212682724,0.037365660071372986
175,0.03919193521142006,0.03724099323153496
180,0.039039380848407745,0.03708537295460701
185,0.038841769099235535,0.03688006475567818
190,0.038563989102840424,0.03658086061477661
195,0.039548687636852264,0.03824330121278763
200,0.03970875218510628,0.036681290715932846
205,0.039045318961143494,0.03656778857111931
210,0.03851264715194702,0.03649776428937912
215,0.038076166063547134,0.036140985786914825
220,0.037787310779094696,0.03555772453546524
225,0.036924950778484344,0.03542202338576317
230,0.04374872148036957,0.0348040945827961
235,0.03947814553976059,0.03516441211104393
240,0.03854384645819664,0.03593078628182411
245,0.037240806967020035,0.03593020141124725
250,0.03717011213302612,0.0348738469183445
255,0.03639107942581177,0.03413059189915657
260,0.03535394370555878,0.03355950117111206
265,0.03920045867562294,0.030917761847376823
270,0.03796953707933426,0.04071846231818199
275,0.038638193160295486,0.03504601866006851
280,0.0370635911822319,0.035466376692056656
285,0.03649995103478432,0.0341680645942688
290,0.034539833664894104,0.03223598748445511
295,0.034920770674943924,0.03263421729207039
300,0.04706718400120735,0.04030972346663475
305,0.037031225860118866,0.0379987396299839
310,0.03832000121474266,0.035439521074295044
315,0.03801100328564644,0.03516020625829697
320,0.03617195412516594,0.03362078592181206
325,0.034199364483356476,0.03184622898697853
330,0.032538194209337234,0.029913021251559258
335,0.031144659966230392,0.02884024567902088
340,0.030707957223057747,0.028073055669665337
345,0.051835715770721436,0.02970738522708416
350,0.030534010380506516,0.030199594795703888
355,0.03093206323683262,0.02909683994948864
360,0.030827399343252182,0.02856985293328762
365,0.03042813204228878,0.028323817998170853
370,0.03016013279557228,0.027976199984550476
375,0.029987426474690437,0.02778865024447441
380,0.029804008081555367,0.0276180487126112
385,0.029645323753356934,0.02745513990521431
390,0.02954937145113945,0.027305664494633675
395,0.029449887573719025,0.027198245748877525
400,0.029350396245718002,0.02710968255996704
405,0.029250169172883034,0.02700657956302166
410,0.029157210141420364,0.026911072432994843
415,0.029071331024169922,0.026815097779035568
420,0.029001206159591675,0.026798145845532417
425,0.02894560806453228,0.03256851062178612
430,0.03136171028017998,0.030970381572842598
435,0.03306468576192856,0.030785923823714256
440,0.0324767529964447,0.028645921498537064
445,0.030734172090888023,0.027977077290415764
450,0.02986047975718975,0.02744385413825512
455,0.029462086036801338,0.027118930593132973
460,0.029319390654563904,0.026951845735311508
465,0.02909296192228794,0.026825275272130966
470,0.028945041820406914,0.02663744054734707
475,0.02884802408516407,0.026555350050330162
480,0.028755147010087967,0.026472534984350204
485,0.028668805956840515,0.02638455480337143
490,0.02858266979455948,0.02630898915231228
495,0.02850843034684658,0.026214420795440674
500,0.02843494340777397,0.026152342557907104
505,0.028359685093164444,0.02606266736984253
